topology,timestep,method,reward,feat_PR,chosen_mlu,chosen_disturbance,pathopt_mlu,dqn_used,gnn_used,lpd_used,criticality_backend,heuristic_used,active_od_count,k_cap,initial_selected_k,final_selected_k,selected_k,k_escalation_used,k_escalation_steps,k_cap_hit,full_od_fallback_used,fallback_reason,selected_od_count,noncritical_count,noncritical_background_mode,ecmp_background_used,previous_background_used,full_od_lp_used,selected_od_lp_used,stage2_used,disturbance_finalization_used,random_forest_gate_used,sticky_gate_used,solver_backend,dqn_action,action,db_budget,decision_ms,lp_status
abilene,2026,gnn_lpd_dqn_selective_db_lp,2.1227787895347956,0.983731447697977,0.040246470399942176,0.04999999999999994,0.0395917185912689,1,1,1,gnn_lpd,0,131,32,30,131,131,0,0,0,1,pr_failed_after_k_cap,131,0,previous,0,1,1,0,0,0,0,0,full_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.05,23.967500004800968,Optimal
abilene,2027,gnn_lpd_dqn_selective_db_lp,5.81409252355518,0.9999999999999986,0.03999757612003915,0.024298063114789038,0.0399975761200391,1,1,1,gnn_lpd,0,132,33,33,33,33,0,0,1,0,none,33,99,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,6.965583001147024,Optimal
abilene,2028,gnn_lpd_dqn_selective_db_lp,-8.904337749876127,1.0,0.0948786226747137,0.15015544629867575,0.0948786226747137,1,1,1,gnn_lpd,0,131,32,30,131,131,0,0,0,1,pr_failed_after_k_cap,131,0,previous,0,1,1,0,0,0,0,0,full_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,1.0,40.347582995309494,Optimal
abilene,2029,gnn_lpd_dqn_selective_db_lp,6.571192336509481,0.999999999999999,0.0925169850669561,0.004076317949586921,0.092516985066956,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.518125002912711,Optimal
abilene,2030,gnn_lpd_dqn_selective_db_lp,8.603749520788895,0.9999999999999994,0.09214867102883516,0.0029830896069937547,0.0921486710288351,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.75779100129148,Optimal
abilene,2031,gnn_lpd_dqn_selective_db_lp,8.672949502067972,0.9999999999999993,0.08756079533167425,0.0006898513310381162,0.0875607953316742,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.354958000883926,Optimal
abilene,2032,gnn_lpd_dqn_selective_db_lp,8.585441668619136,0.9999999999999988,0.06758756715684168,0.003598620779299237,0.0675875671568416,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.599708001886029,Optimal
abilene,2033,gnn_lpd_dqn_selective_db_lp,8.46573471978707,0.985185408281735,0.060325864103115696,0.007490827328951196,0.0594321610563765,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.577542000741232,Optimal
abilene,2034,gnn_lpd_dqn_selective_db_lp,8.586866952728652,0.9999999999999998,0.055604101739253016,0.003554921008877419,0.055604101739253,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.485417005023919,Optimal
abilene,2035,gnn_lpd_dqn_selective_db_lp,8.689858913923429,0.9999999999999988,0.05044405534112406,0.00011879453581866525,0.050444055341124,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.57725000201026,Optimal
abilene,2036,gnn_lpd_dqn_selective_db_lp,8.482338907872908,0.9999999999999992,0.08933487635766788,0.007044954470989327,0.0893348763576678,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.3124579974100925,Optimal
abilene,2037,gnn_lpd_dqn_selective_db_lp,6.229013237871795,0.9971596670349742,0.04187131675701308,0.012122116251174715,0.0417523882757391,1,1,1,gnn_lpd,0,130,32,32,32,32,0,0,1,0,none,32,98,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,6.755207999958657,Optimal
abilene,2038,gnn_lpd_dqn_selective_db_lp,-0.43862957410892256,0.9999999999999999,0.08417102627816701,0.056099974434554334,0.084171026278167,1,1,1,gnn_lpd,0,131,32,30,131,131,0,0,0,1,pr_failed_after_k_cap,131,0,previous,0,1,1,0,0,0,0,0,full_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,1.0,39.631874999031425,Optimal
abilene,2039,gnn_lpd_dqn_selective_db_lp,6.563075105108642,0.999999999999999,0.06218171446253696,0.004348960396390375,0.0621817144625369,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.456082999648061,Optimal
abilene,2040,gnn_lpd_dqn_selective_db_lp,8.567091596314231,1.0,0.0798274603822539,0.004215784289700997,0.0798274603822539,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.434874994738493,Optimal
abilene,2041,gnn_lpd_dqn_selective_db_lp,8.681777279451332,0.9999999999999991,0.06552729472487925,0.0003912378848621515,0.0655272947248792,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.48558400280308,Optimal
abilene,2042,gnn_lpd_dqn_selective_db_lp,8.642702036212132,0.9999999999999992,0.07029198861470626,0.0016969543595723162,0.0702919886147062,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.389333000697661,Optimal
abilene,2043,gnn_lpd_dqn_selective_db_lp,6.04867607839675,0.9854808331907653,0.04173436228594852,0.018056711274626183,0.0411284141182418,1,1,1,gnn_lpd,0,130,32,32,32,32,0,0,1,0,none,32,98,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,6.718750002619345,Optimal
abilene,2044,gnn_lpd_dqn_selective_db_lp,6.423401061669827,0.9763306982930763,0.04305173204903966,0.00884929703276015,0.0420327276141653,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,6.386167005985044,Optimal
abilene,2045,gnn_lpd_dqn_selective_db_lp,6.392240122720412,0.9810321804520291,0.04202661814594272,0.009916310445821197,0.041229464836739,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.476999995356891,Optimal
abilene,2046,gnn_lpd_dqn_selective_db_lp,8.392123520076682,0.9924396853856186,0.04291891027914384,0.009999999999999976,0.0425944298145271,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.364417000440881,Optimal
abilene,2047,gnn_lpd_dqn_selective_db_lp,8.515999380395263,0.9999999999999989,0.043774766688265146,0.00591967342010921,0.0437747666882651,1,1,1,gnn_lpd,0,129,32,30,30,30,0,0,0,0,none,30,99,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.41041700146161,Optimal
abilene,2048,gnn_lpd_dqn_selective_db_lp,8.39330618216401,0.9990832057988652,0.042861991596480846,0.010000000000000014,0.0428226959711361,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.510458995762747,Optimal
abilene,2049,gnn_lpd_dqn_selective_db_lp,8.60383383969135,1.0,0.0441487324018512,0.0029948567103908552,0.0441487324018512,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.320458996924572,Optimal
abilene,2050,gnn_lpd_dqn_selective_db_lp,8.56866952969545,0.9999999999999987,0.041718112166610456,0.004175139310159271,0.0417181121666104,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.076290999772027,Optimal
abilene,2051,gnn_lpd_dqn_selective_db_lp,8.455691022989821,0.9932051517239913,0.04213473198602332,0.007893500245186605,0.041848432875028,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.144999999378342,Optimal
abilene,2052,gnn_lpd_dqn_selective_db_lp,8.520939044346818,0.9999999999999997,0.042085186253872614,0.005755420721754373,0.0420851862538726,1,1,1,gnn_lpd,0,128,32,30,30,30,0,0,0,0,none,30,98,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.398334000550676,Optimal
abilene,2053,gnn_lpd_dqn_selective_db_lp,8.488512550068117,0.9999999999999977,0.0412965824737424,0.006843564997713357,0.0412965824737423,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.180500000482425,Optimal
abilene,2054,gnn_lpd_dqn_selective_db_lp,8.448644385094038,0.9999999999999978,0.042847092572839994,0.008163866330138568,0.0428470925728399,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.439625001803506,Optimal
abilene,2055,gnn_lpd_dqn_selective_db_lp,8.575117312184833,0.999999999999999,0.04382005890290584,0.0039598756940508505,0.0438200589029058,1,1,1,gnn_lpd,0,129,32,30,30,30,0,0,0,0,none,30,99,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.086416993639432,Optimal
abilene,2056,gnn_lpd_dqn_selective_db_lp,8.419910710088534,0.9999999999999981,0.044672104830463084,0.009133417997059962,0.044672104830463,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.086749999667518,Optimal
abilene,2057,gnn_lpd_dqn_selective_db_lp,8.42575597263616,0.9999999999999983,0.04463613112006458,0.008941123112122393,0.0446361311200645,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.01033400016604,Optimal
abilene,2058,gnn_lpd_dqn_selective_db_lp,8.664408550797697,0.9999999999999992,0.04509690138210933,0.0009754246733588641,0.0450969013821093,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.328709001536481,Optimal
abilene,2059,gnn_lpd_dqn_selective_db_lp,8.680806799778681,0.999999999999998,0.04488155853844459,0.00043709137418687714,0.0448815585384445,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.080458995711524,Optimal
abilene,2060,gnn_lpd_dqn_selective_db_lp,8.601990996171377,0.9999999999999997,0.044251125155677716,0.0030693251275901033,0.0442511251556777,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,5.929250000917818,Optimal
abilene,2061,gnn_lpd_dqn_selective_db_lp,8.493193350689086,0.9999999999999992,0.044112908233317635,0.006685993877021937,0.0441129082333176,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.226833000255283,Optimal
abilene,2062,gnn_lpd_dqn_selective_db_lp,8.39365151954634,0.998030097715371,0.043372535458233524,0.010000000000000009,0.0432870958015442,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,5.95449999673292,Optimal
abilene,2063,gnn_lpd_dqn_selective_db_lp,8.638009722956514,0.9995528990902894,0.043698352283567235,0.0018613466287377607,0.0436788147105084,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.060457999410573,Optimal
abilene,2064,gnn_lpd_dqn_selective_db_lp,8.531887629656833,0.9999999999999978,0.044391668132776695,0.005395522078145615,0.0443916681327766,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.246707998798229,Optimal
abilene,2065,gnn_lpd_dqn_selective_db_lp,8.556601125033701,0.9999999999999992,0.044270946483518335,0.004578324998978749,0.0442709464835183,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.049124996934552,Optimal
abilene,2066,gnn_lpd_dqn_selective_db_lp,8.62211330260666,0.9999999999999979,0.0456294592890528,0.0023892413129047545,0.0456294592890527,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.209458006196655,Optimal
abilene,2067,gnn_lpd_dqn_selective_db_lp,8.579108882818858,0.9999999999999986,0.044822867447510364,0.003833524739320509,0.0448228674475103,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,5.885375001525972,Optimal
abilene,2068,gnn_lpd_dqn_selective_db_lp,8.504669972691598,0.9999999999999996,0.04450997951320342,0.006307073143622218,0.0445099795132034,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.117832999734674,Optimal
abilene,2069,gnn_lpd_dqn_selective_db_lp,8.605532608066103,0.9999999999999984,0.04357232761178767,0.0029440811310448654,0.0435723276117876,1,1,1,gnn_lpd,0,132,33,30,30,30,0,0,0,0,none,30,102,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.144958002550993,Optimal
abilene,2070,gnn_lpd_dqn_selective_db_lp,8.596564032964618,0.9999999999999981,0.04399803717350288,0.0032497864012128873,0.0439980371735028,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,5.942374998994637,Optimal
abilene,2071,gnn_lpd_dqn_selective_db_lp,8.498668965006736,0.9999999999999983,0.04601500617009738,0.006513563666499613,0.0460150061700973,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,5.924124998273328,Optimal
abilene,2072,gnn_lpd_dqn_selective_db_lp,8.594418092447,0.9999999999999981,0.04675988082834069,0.003318766351891469,0.0467598808283406,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.01891699625412,Optimal
abilene,2073,gnn_lpd_dqn_selective_db_lp,8.501580634301488,0.9999999999999996,0.04776195554032682,0.006413581623245043,0.0477619555403268,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.011917001160327,Optimal
abilene,2074,gnn_lpd_dqn_selective_db_lp,8.581163642485908,0.9999999999999999,0.04850759558049181,0.003759250817083402,0.0485075955804918,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.058833001588937,Optimal
abilene,2075,gnn_lpd_dqn_selective_db_lp,8.693108805184691,0.999999999999998,0.0485086421932905,2.6484260546012858e-05,0.0485086421932904,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.096666998928413,Optimal
abilene,2076,gnn_lpd_dqn_selective_db_lp,8.53218699980046,0.9999999999999996,0.045446230110622224,0.005387459740067243,0.0454462301106222,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.189207997522317,Optimal
abilene,2077,gnn_lpd_dqn_selective_db_lp,8.573685459527368,0.9999999999999996,0.04603719604952682,0.004001815249128378,0.0460371960495268,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.260082998778671,Optimal
abilene,2078,gnn_lpd_dqn_selective_db_lp,8.539647665881434,0.9999999999999988,0.04448987281911315,0.005139325003995304,0.0444898728191131,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.172583998704795,Optimal
abilene,2079,gnn_lpd_dqn_selective_db_lp,8.388150566813582,0.9716747090723352,0.04496700473515669,0.009999999999999998,0.0436933012438877,1,1,1,gnn_lpd,0,128,32,30,30,30,0,0,0,0,none,30,98,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.1843750008847564,Optimal
abilene,2080,gnn_lpd_dqn_selective_db_lp,8.389223446041186,0.9775049351907369,0.04215753461120327,0.01,0.0412091981379255,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.277540996961761,Optimal
abilene,2081,gnn_lpd_dqn_selective_db_lp,3.159421793000988,0.9999999999999991,0.04097420832803173,0.01723487909978194,0.0409742083280317,1,1,1,gnn_lpd,0,130,32,30,130,130,0,0,0,1,pr_failed_after_k_cap,130,0,previous,0,1,1,0,0,0,0,0,full_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.05,23.53183400555281,Optimal
abilene,2082,gnn_lpd_dqn_selective_db_lp,6.422470971497563,0.9999999999999991,0.040325749683524335,0.005697614850281356,0.0403257496835243,1,1,1,gnn_lpd,0,130,32,32,32,32,0,0,1,0,none,32,98,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K40_DB_0.03,4,0.03,6.600582993996795,Optimal
abilene,2083,gnn_lpd_dqn_selective_db_lp,6.5973017212836655,0.9999999999999986,0.04252906825032926,0.0032143773572045767,0.0425290682503292,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.03,2,0.03,6.26695800019661,Optimal
abilene,2084,gnn_lpd_dqn_selective_db_lp,6.613086698450518,0.9999999999999982,0.04280533806811418,0.0026895295182856626,0.0428053380681141,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.227416000911035,Optimal
abilene,2085,gnn_lpd_dqn_selective_db_lp,8.563889246511442,0.9999999999999992,0.04308999714952323,0.004324655682952723,0.0430899971495232,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.371082999976352,Optimal
abilene,2086,gnn_lpd_dqn_selective_db_lp,8.630199420912366,0.9999999999999987,0.04220733237002165,0.0021180943029428132,0.0422073323700216,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.257749999349471,Optimal
abilene,2087,gnn_lpd_dqn_selective_db_lp,8.537073820829747,0.9999999999999982,0.042122780357397374,0.005221507372177225,0.0421227803573973,1,1,1,gnn_lpd,0,131,32,30,30,30,0,0,0,0,none,30,101,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.28095800493611,Optimal
abilene,2088,gnn_lpd_dqn_selective_db_lp,8.443923213582039,0.9999999999999991,0.04145093780281323,0.008322744247260339,0.0414509378028132,1,1,1,gnn_lpd,0,130,32,30,30,30,0,0,0,0,none,30,100,previous,0,1,0,1,0,0,0,0,selected_od_db_budgeted_lp,OPTIMIZE_K30_DB_0.01,1,0.01,6.394459000148345,Optimal
